CHE1_01,4,4,10,10,1,1,4,4,3,3,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,6,7,1,4,8,8,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,2,2,1,1,12,12,6,6
CHE1_03,4,4,10,10,1,1,4,4,3,3,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,6,6,1,4,8,8,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,2,2,1,1,12,12,6,6
CHE1_04,4,4,10,10,1,1,4,4,1,1,7,7,9,9,1,1,4,4,9,9,1,1,9,9,4,4,1,1,4,4,1,10,1,1,4,4,8,8,6,6,1,4,8,8,8,8,5,5,5,5,7,7,2,4,8,8,1,1,5,5,2,2,1,1,12,12,6,6
CHE1_05,4,4,10,10,1,1,4,4,3,3,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,6,6,1,4,8,8,8,8,5,5,5,5,7,7,4,4,8,8,1,1,4,4,1,2,1,1,12,12,6,6
CHE1_07,4,4,10,10,1,1,4,4,3,3,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,6,6,1,4,8,8,8,8,5,5,5,5,7,7,4,4,8,8,1,1,4,4,1,1,1,1,12,12,6,6
CHE1_11,4,4,10,10,1,1,4,4,3,3,1,7,9,9,1,1,6,6,9,9,1,1,3,3,4,4,1,1,4,4,10,10,1,1,4,4,8,8,6,7,1,4,8,8,7,8,5,5,5,5,7,7,4,4,8,8,1,1,5,5,2,2,1,1,12,12,1,1
CHE1_12,4,4,10,10,1,1,4,4,3,3,7,7,9,9,1,1,6,6,9,9,1,1,3,3,4,4,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,8,8,7,7,5,5,5,5,7,7,4,4,8,8,1,1,5,5,2,2,1,1,12,12,1,1
CHE1_13,4,4,10,10,1,1,4,4,3,3,1,7,9,9,1,1,4,4,9,9,1,1,3,3,4,4,1,1,4,4,10,10,1,1,4,4,8,8,6,6,1,4,8,8,8,8,5,5,5,5,7,7,4,4,8,8,1,1,5,5,2,2,1,1,12,12,1,1
CHE1_15,4,4,10,10,1,1,4,4,3,3,1,1,9,9,1,1,6,6,9,9,1,1,3,3,4,4,1,1,4,4,10,10,1,1,4,4,8,8,6,6,1,4,8,8,8,8,5,5,5,5,7,7,4,4,8,8,1,1,5,5,2,2,1,1,12,12,1,1
CHE2_01,4,4,10,10,1,1,4,4,3,3,6,7,9,9,1,1,6,6,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,8,8,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,1,2,1,1,12,12,1,1
CHE2_02,4,4,10,10,1,1,4,4,1,1,6,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,8,8,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,2,2,1,1,12,12,1,6
CHE2_05,4,4,10,10,1,1,4,4,1,1,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,8,8,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,2,2,1,1,12,12,1,1
CHE2_07,4,4,10,10,1,1,4,4,1,1,7,7,9,9,1,1,6,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,7,7,8,8,5,5,5,5,7,7,4,4,4,8,1,1,4,4,1,2,1,1,12,12,1,1
CHE2_08,4,4,10,10,1,1,4,4,1,1,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,7,7,8,8,5,5,5,5,7,7,4,4,4,8,1,1,4,4,1,1,1,1,12,12,1,1
CHE2_12,4,4,10,10,1,1,4,4,3,3,7,7,9,9,1,1,6,6,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,8,8,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,1,2,1,1,12,12,1,1
CHE2_13,1,4,1,11,1,14,4,4,1,1,7,7,1,9,1,1,8,8,9,9,1,1,3,5,7,7,1,4,4,7,2,10,1,1,4,4,1,8,5,5,1,4,7,7,1,8,5,5,5,5,1,7,1,4,1,4,1,1,1,4,1,1,1,10,1,12,6,6
CHE2_14,4,4,10,10,1,1,4,4,1,1,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,7,7,8,8,5,5,5,5,7,7,4,4,4,4,1,1,4,4,2,2,1,1,12,12,6,6
CHE2_15,4,4,10,10,1,1,4,4,1,1,7,7,9,9,1,1,8,8,9,9,1,1,3,3,7,7,1,1,4,4,10,10,1,1,4,4,8,8,5,5,1,4,7,7,8,8,5,5,5,5,7,7,4,4,4,8,1,1,4,4,2,2,1,1,12,12,1,1
MON_01,3,5,18,18,4,4,7,7,3,7,5,7,8,8,1,34,6,6,27,27,7,7,1,1,7,10,3,3,4,5,3,3,1,1,3,4,18,18,3,4,6,6,7,7,8,9,6,9,1,4,5,5,12,12,4,4,1,1,3,4,5,5,10,25,12,13,1,1
MON_02,3,3,23,23,2,2,13,13,7,7,7,8,8,8,35,35,5,5,15,15,7,7,9,9,7,7,3,3,4,5,17,17,1,1,3,3,8,8,3,3,5,6,6,7,8,8,6,6,1,4,5,5,12,12,4,7,2,2,3,4,2,2,10,25,13,13,1,1
MON_03,9,9,17,17,2,2,9,9,7,7,8,8,19,19,34,34,5,5,15,15,1,1,5,9,7,7,3,3,5,5,17,17,8,8,3,3,9,9,3,3,6,6,6,6,8,8,8,8,1,1,5,5,12,12,4,4,2,2,4,4,2,2,10,25,12,12,1,1
MON_04,9,9,18,18,4,4,7,13,3,7,7,7,8,8,1,35,5,5,27,27,7,7,1,1,6,6,3,3,2,2,2,17,1,1,3,3,18,18,4,4,6,6,6,6,9,9,7,7,1,4,5,5,12,12,4,4,1,1,4,4,2,2,10,25,13,13,1,1
MON_05,3,9,17,18,2,2,7,13,3,7,8,8,8,19,34,44,5,5,15,15,6,6,9,9,7,10,3,3,4,5,17,17,8,8,3,3,8,18,3,3,5,6,1,6,8,9,5,6,1,1,3,5,12,12,4,4,2,2,4,4,1,2,10,25,12,12,1,1
MON_06,3,9,20,23,2,2,13,13,3,7,5,8,19,19,34,44,5,5,15,15,6,6,9,9,7,7,3,3,4,4,17,17,8,8,3,3,8,8,3,3,5,6,1,6,8,9,5,6,1,1,5,5,12,12,7,7,2,2,4,4,1,2,10,25,12,12,1,1
MON_07,9,9,23,23,2,2,13,13,3,7,8,8,8,8,35,44,5,5,15,15,6,6,5,9,7,7,3,3,4,4,17,17,8,8,3,3,17,17,3,5,5,5,1,6,8,8,5,6,1,1,3,5,12,12,7,7,1,2,4,4,2,2,10,25,12,12,1,1
MON_08,9,9,17,17,2,2,9,9,3,7,8,8,19,19,34,34,5,5,15,15,1,1,9,9,7,7,3,3,5,5,17,17,8,8,3,3,9,9,3,3,6,6,6,6,8,8,8,8,1,1,5,5,12,12,4,4,2,2,4,4,2,2,10,25,12,12,1,1
MON_09,9,9,17,18,2,2,13,13,3,7,8,8,19,19,34,35,5,5,15,15,1,6,9,9,7,7,3,3,5,5,17,17,8,8,3,3,9,18,3,3,6,6,6,6,8,8,6,8,1,1,5,5,12,12,4,4,2,2,3,4,2,2,10,25,12,12,1,1
MON_10,3,3,23,23,2,2,13,13,3,3,8,8,19,19,34,34,5,5,15,15,6,6,9,9,7,7,3,3,4,4,17,17,8,8,3,3,8,8,3,3,5,6,6,6,8,8,6,6,1,1,5,5,12,12,7,7,2,2,4,4,2,2,10,25,12,12,1,1
MON_11,3,9,17,17,2,2,13,13,3,3,19,19,8,8,34,34,5,5,15,15,6,6,9,9,7,7,3,3,4,4,17,17,1,1,3,3,8,8,3,3,5,6,1,1,8,9,6,6,1,1,3,3,12,12,4,4,2,2,4,4,2,2,10,25,12,12,1,1
MON_12,3,9,23,23,2,2,13,13,7,7,8,8,19,19,35,44,5,5,15,15,6,6,5,9,7,7,3,3,4,4,17,17,1,1,3,3,8,8,3,3,5,6,1,6,8,8,8,8,1,1,3,5,12,12,7,7,2,2,4,4,2,2,10,25,12,12,1,1
MON_13,9,9,17,23,2,2,7,13,7,7,8,8,8,19,35,44,5,5,15,15,6,6,9,9,7,7,3,3,4,4,17,17,1,8,3,3,8,8,3,3,5,6,1,1,8,8,5,5,1,1,5,5,12,12,7,7,2,2,3,4,2,2,10,25,12,12,1,1
MON_14,3,9,17,23,2,2,13,13,3,7,8,8,8,8,34,35,5,5,15,15,1,6,9,9,7,7,3,3,5,5,17,17,8,8,3,3,8,17,3,5,5,5,6,6,8,8,5,6,1,1,3,5,12,12,7,7,1,2,3,4,2,2,10,25,12,12,1,1
MON_15,3,3,23,23,2,2,7,13,3,7,8,8,19,19,34,34,5,5,15,15,6,6,9,9,7,7,3,3,4,5,17,17,8,8,3,3,8,9,3,3,5,6,1,6,8,8,6,8,1,1,5,5,12,12,7,7,1,2,4,4,2,2,10,25,12,12,1,1
MON_16,3,3,23,23,2,2,7,13,7,7,7,8,8,8,1,35,5,5,15,15,7,7,1,9,7,7,3,3,4,5,17,17,1,1,3,3,8,18,3,3,6,6,6,7,8,8,6,6,1,4,5,5,12,12,4,7,2,2,3,4,2,2,10,25,13,13,1,1
MON_17,3,9,23,23,2,2,13,13,7,7,8,8,8,19,35,44,5,5,15,15,6,6,5,5,7,7,3,3,4,4,17,17,8,8,3,3,8,8,3,3,5,6,1,6,8,8,5,5,1,1,5,5,12,12,7,7,2,2,3,4,2,2,10,25,12,12,1,1
MON_18,3,9,17,23,2,2,13,13,7,7,8,8,8,8,35,44,5,5,15,15,6,6,5,9,7,7,3,3,4,4,17,17,1,8,3,3,8,8,3,3,5,6,1,1,8,8,5,8,1,1,3,3,12,12,7,7,2,2,3,4,2,2,10,25,12,12,1,1
MON_19,3,3,18,23,2,2,13,13,3,3,8,8,19,19,34,34,5,5,15,15,6,6,9,9,7,7,3,3,4,4,17,17,8,8,3,3,8,8,3,3,5,6,6,6,8,8,6,6,1,1,5,5,12,12,7,7,2,2,4,4,2,2,10,25,12,12,1,1
MON_20,3,9,18,18,2,2,9,13,3,7,8,8,8,8,34,35,1,5,15,15,1,6,5,9,7,7,3,3,4,5,17,17,8,8,3,3,9,9,3,5,5,6,1,6,8,8,6,8,1,1,3,3,12,12,7,7,1,2,3,4,2,2,10,25,12,12,1,1
MON_21,9,9,17,17,2,2,7,13,7,7,8,8,19,19,34,34,7,7,15,15,1,6,5,9,7,7,3,3,4,5,17,17,8,8,3,3,8,8,3,3,5,5,1,6,8,8,6,6,1,1,3,5,12,12,4,4,2,2,3,4,2,2,10,25,12,12,1,1
MON_23,3,9,17,23,2,2,13,13,7,7,8,8,8,8,35,36,5,5,15,15,6,6,9,9,7,7,3,3,4,5,17,17,8,8,3,3,8,18,3,3,6,6,1,6,8,9,8,9,1,1,3,5,12,12,4,7,1,2,3,4,2,2,10,25,12,12,1,1
MON_25,3,3,23,23,2,2,7,13,3,3,8,8,8,8,36,37,5,5,15,15,1,1,5,5,7,7,3,3,4,5,17,17,8,8,3,3,8,9,3,5,6,6,6,6,8,8,6,6,1,1,5,5,12,12,4,7,1,2,4,4,2,5,10,25,12,12,1,1
COR_01,5,9,6,6,3,5,7,13,11,11,1,1,8,18,1,44,5,8,1,22,6,6,1,1,7,7,1,1,4,4,9,9,8,8,1,1,17,17,3,3,5,5,1,1,7,8,6,8,1,1,3,5,23,24,7,7,1,2,3,3,1,1,1,1,12,12,1,1
COR_02,5,9,6,6,4,5,7,9,8,8,1,1,8,8,1,1,5,5,1,22,6,6,1,1,7,7,1,1,4,6,8,8,9,9,4,4,17,17,4,5,5,5,1,1,7,8,8,8,1,4,5,6,23,34,7,7,1,1,3,3,1,5,1,10,12,12,1,1
