CHE1_01,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,7,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE1_02,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,7,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE1_03,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE1_04,4,10,1,4,1,7,9,1,4,9,1,9,4,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,5,2,1,12,6
CHE1_05,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,4,2,1,12,6
CHE1_06,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,4,2,1,12,6
CHE1_07,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,4,1,1,12,6
CHE1_08,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,4,2,1,12,6
CHE1_09,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,4,1,1,12,6
CHE1_10,4,10,1,4,3,7,9,1,8,9,1,3,7,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,4,2,1,12,6
CHE1_11,4,10,1,4,3,7,9,1,6,9,1,3,4,1,4,10,1,4,8,7,4,8,8,5,5,7,4,8,1,5,2,1,12,1
CHE1_12,4,10,1,4,3,7,9,1,6,9,1,3,4,1,4,10,1,4,8,5,4,8,7,5,5,7,4,8,1,5,2,1,12,1
CHE1_13,4,10,1,4,3,7,9,1,4,9,1,3,4,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,5,2,1,12,1
CHE1_14,4,10,1,4,3,7,9,1,6,9,1,3,4,1,4,10,1,4,8,5,4,8,7,5,5,7,4,8,1,5,2,1,12,1
CHE1_15,4,10,1,4,3,1,9,1,6,9,1,3,4,1,4,10,1,4,8,6,4,8,8,5,5,7,4,8,1,5,2,1,12,1
CHE2_01,4,10,1,4,3,7,9,1,6,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,1
CHE2_02,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE2_03,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE2_04,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE2_05,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,1
CHE2_06,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,1
CHE2_07,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,7,8,5,5,7,4,8,1,4,2,1,12,1
CHE2_08,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,7,8,5,5,7,4,8,1,4,1,1,12,1
CHE2_09,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,7,8,5,5,7,4,8,1,4,2,1,12,1
CHE2_10,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE2_11,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,6
CHE2_12,4,10,1,4,3,7,9,1,6,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,1
CHE2_13,4,11,14,4,1,7,9,1,8,9,1,5,7,4,7,10,1,4,8,5,4,7,8,5,5,7,4,4,1,4,1,10,12,6
CHE2_14,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,7,8,5,5,7,4,4,1,4,2,1,12,6
CHE2_15,4,10,1,4,1,7,9,1,8,9,1,3,7,1,4,10,1,4,8,5,4,7,8,5,5,7,4,8,1,4,2,1,12,1
CHE2_16,4,10,1,4,3,7,9,1,6,9,1,3,7,1,4,10,1,4,8,5,4,8,8,5,5,7,4,4,1,4,2,1,12,1
MON_01,5,18,4,7,7,7,8,34,6,27,7,1,10,3,5,3,1,4,18,4,6,7,9,9,4,5,12,4,1,4,5,25,13,1
MON_02,3,23,2,13,7,8,8,35,5,15,7,9,7,3,5,17,1,3,8,3,6,7,8,6,4,5,12,7,2,4,2,25,13,1
MON_03,9,17,2,9,7,8,19,34,5,15,1,9,7,3,5,17,8,3,9,3,6,6,8,8,1,5,12,4,2,4,2,25,12,1
MON_04,9,18,4,13,7,7,8,35,5,27,7,1,6,3,2,17,1,3,18,4,6,6,9,7,4,5,12,4,1,4,2,25,13,1
MON_05,9,18,2,13,7,8,19,44,5,15,6,9,10,3,5,17,8,3,18,3,6,6,9,6,1,5,12,4,2,4,2,25,12,1
MON_06,9,23,2,13,7,8,19,44,5,15,6,9,7,3,4,17,8,3,8,3,6,6,9,6,1,5,12,7,2,4,2,25,12,1
MON_07,9,23,2,13,7,8,8,44,5,15,6,9,7,3,4,17,8,3,17,5,5,6,8,6,1,5,12,7,2,4,2,25,12,1
MON_08,9,17,2,9,7,8,19,34,5,15,1,9,7,3,5,17,8,3,9,3,6,6,8,8,1,5,12,4,2,4,2,25,12,1
MON_09,9,18,2,13,7,8,19,35,5,15,6,9,7,3,5,17,8,3,18,3,6,6,8,8,1,5,12,4,2,4,2,25,12,1
MON_10,3,23,2,13,3,8,19,34,5,15,6,9,7,3,4,17,8,3,8,3,6,6,8,6,1,5,12,7,2,4,2,25,12,1
MON_11,9,17,2,13,3,19,8,34,5,15,6,9,7,3,4,17,1,3,8,3,6,1,9,6,1,3,12,4,2,4,2,25,12,1
